words,fft_0.00Hz,fft_10.67Hz,fft_21.33Hz,fft_32.00Hz,fft_42.67Hz,fft_53.33Hz,fft_64.00Hz,fft_74.67Hz,fft_85.33Hz,fft_96.00Hz,fft_106.67Hz,fft_117.33Hz,fft_-128.00Hz,fft_-117.33Hz,fft_-106.67Hz,fft_-96.00Hz,fft_-85.33Hz,fft_-74.67Hz,fft_-64.00Hz,fft_-53.33Hz,fft_-42.67Hz,fft_-32.00Hz,fft_-21.33Hz,fft_-10.67Hz
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-699.70703125+0j),(1290.184791099455+406.4386319410776j),(-601.2236596040475+118.31804360329375j),(1593.3709295121394+1164.8041517128256j),(-1024.4140625-5.920095533682684j),(2438.312361275777+4961.964059394004j),(5934.08203125-2180.6640625j),(-327.6528365691893-2435.9929748769837j),(959.9609375-117.55618274027047j),(405.65250798786053-706.2895982871737j),(665.6767846040475+6.681956396706255j),(597.2025591939575-66.69808378793505j),(825.68359375-8.881784197001252e-16j),(597.2025591939573+66.69808378793414j),(665.6767846040474-6.681956396706106j),(405.6525079878605+706.289598287174j),(959.9609375+117.55618274027047j),(-327.65283656918916+2435.9929748769837j),(5934.08203125+2180.6640625j),(2438.312361275777-4961.964059394004j),(-1024.4140625+5.920095533682685j),(1593.3709295121394-1164.8041517128254j),(-601.2236596040474-118.31804360329389j),(1290.1847910994552-406.4386319410779j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-648.92578125+0j),(-1022.9907384864247+408.0918585240332j),(415.598535562131-605.8458146051678j),(-1958.1158778284519-565.705552322976j),(1207.275390625-266.8271629824124j),(-3426.4990042967534-4610.401714085321j),(-5571.2890625+3235.83984375j),(686.4870625864178+2424.500682302433j),(-780.029296875+473.18477872792323j),(-41.884122171548086+578.8256976770235j),(-842.8446293121315+134.1661271051678j),(-236.99731980323963+514.791024636279j),(-208.49609374999983+0j),(-236.99731980323998-514.7910246362785j),(-842.8446293121311-134.16612710516785j),(-41.88412217154814-578.8256976770236j),(-780.029296875-473.18477872792323j),(686.4870625864178-2424.500682302433j),(-5571.289062499999-3235.83984375j),(-3426.499004296754+4610.401714085321j),(1207.275390625+266.8271629824124j),(-1958.115877828452+565.705552322976j),(415.59853556213113+605.8458146051678j),(-1022.9907384864246-408.0918585240332j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(1337.40234375+0j),(1788.3920924206268-377.291171363411j),(581.54296875+24.52611006811412j),(1807.911264140094+315.28667323300147j),(1029.78515625+1073.2287474633326j),(5713.88354073226+293.52627377687946j),(1435.546875-5998.53515625j),(-2011.6364957008145-293.02076782941356j),(1029.78515625-1073.2287474633326j),(-1019.8253266400939-314.59613926699865j),(581.54296875-24.526110068113667j),(-281.6547624520731+379.1777452428819j),(1340.33203125-1.1368683772161603e-13j),(-281.6547624520733-379.1777452428821j),(581.54296875+24.526110068113983j),(-1019.8253266400936+314.59613926699865j),(1029.78515625+1073.2287474633326j),(-2011.6364957008145+293.02076782941344j),(1435.546875+5998.535156249999j),(5713.88354073226-293.52627377687963j),(1029.78515625-1073.2287474633326j),(1807.911264140094-315.286673233001j),(581.54296875-24.526110068113983j),(1788.3920924206266+377.2911713634112j)
foo,(360.83984375+0j),(1112.3046351515477+185.42674515474903j),(635.0776998888468+431.4229788154976j),(1711.7671888109535+118.95027981214184j),(731.93359375+991.1931379251582j),(5326.3009928903775-28.275543880318764j),(588.37890625-5943.359375j),(-2370.6579575108763+135.37247401788716j),(787.109375-895.625881452852j),(-1037.9390638109533-40.2294076878583j),(730.6449563611532-376.24719756549666j),(-851.1507955310503-154.97908524345678j),(474.12109375-1.1368683772161603e-13j),(-851.1507955310499+154.9790852434567j),(730.6449563611532+376.2471975654975j),(-1037.939063810953+40.22940768785814j),(787.109375+895.625881452852j),(-2370.6579575108763-135.37247401788701j),(588.37890625+5943.359375j),(5326.3009928903775+28.275543880318665j),(731.93359375-991.1931379251581j),(1711.7671888109535-118.95027981214164j),(635.0776998888468-431.4229788154975j),(1112.3046351515477-185.42674515474903j)
foo,(-5944.3359375+0j),(-412.92812856697026+3656.126856023879j),(-253.16879416392297-157.33139633794977j),(-629.1712287992525+1393.2190371777674j),(-3.6621093749999982-12.26305503405699j),(-628.8889249619914+756.6653118843874j),(59.08203125+104.00390625j),(-493.2370741106139+403.9542879951796j),(54.931640625+32.560525435254775j),(-488.9928337007476+143.21903717776786j),(-63.725737086077025-0.8717286620502378j),(-507.91462236042406+113.33006741308714j),(35.15625+8.881784197001252e-16j),(-507.914622360424-113.33006741308714j),(-63.72573708607703+0.8717286620502307j),(-488.99283370074755-143.21903717776786j),(54.931640625-32.560525435254775j),(-493.2370741106141-403.9542879951796j),(59.08203124999999-104.00390625j),(-628.8889249619913-756.6653118843872j),(-3.6621093749999964+12.26305503405699j),(-629.1712287992526-1393.2190371777676j),(-253.16879416392297+157.33139633794977j),(-412.92812856697054-3656.126856023879j)
foo,(-1444.3359375+0j),(-1440.2412687192805+377.5819104258862j),(-1007.080078125-233.8437735804664j),(-1908.9854828900939+530.130423233001j),(-708.251953125-627.107262603673j),(-5128.928895683608+846.2703794875822j),(540.52734375+5998.53515625j),(2596.591140749468-845.764873540116j),(-708.251953125+627.1072626036731j),(918.7511078900939-529.4398892669988j),(-1007.0800781249999+233.84377358046595j),(629.8055861534194-375.6953365464151j),(-1441.40625+0j),(629.8055861534197+375.695336546415j),(-1007.080078125-233.8437735804661j),(918.7511078900939+529.4398892669985j),(-708.251953125-627.1072626036731j),(2596.591140749468+845.7648735401162j),(540.5273437499999-5998.53515625j),(-5128.928895683607-846.2703794875822j),(-708.251953125+627.107262603673j),(-1908.9854828900936-530.1304232330009j),(-1007.080078125+233.8437735804661j),(-1440.2412687192805-377.5819104258862j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(2011.23046875+0j),(-195.97995403455775-973.7442138217089j),(732.4098741646737+247.9933681964817j),(-22.421851210588102-468.351149140349j),(2359.619140625+967.9356197571192j),(2487.68833790409-5027.523273384j),(-4500.9765625-3268.06640625j),(-2005.9439629849232+1357.558984477549j),(-973.388671875-365.77733118825165j),(-1361.3672112894117+829.5004133596501j),(-47.351280414673965+367.24100680351853j),(-536.7409833846093-63.90459668325957j),(-421.3867187499998-1.1368683772161603e-13j),(-536.7409833846091+63.90459668325951j),(-47.35128041467402-367.2410068035185j),(-1361.3672112894121-829.5004133596506j),(-973.388671875+365.77733118825165j),(-2005.9439629849232-1357.5589844775488j),(-4500.9765625+3268.06640625j),(2487.68833790409+5027.523273384j),(2359.619140625-967.9356197571191j),(-22.421851210588102+468.3511491403488j),(732.409874164674-247.99336819648153j),(-195.97995403455752+973.7442138217089j)
foo,(758.7890625+0j),(-219.63581614913562-71.87524290221256j),(1126.4968658634048+131.49282792140934j),(78.70390840722052-786.6981934912201j),(2118.408203125+76.53837797118331j),(1055.491688058747-5322.515590006336j),(-5226.07421875-2184.08203125j),(-1602.034411180749+1834.415185346238j),(-901.611328125-429.20692619199474j),(-1153.8992209072203+664.4736815087797j),(-457.5515533634052-311.668609171409j),(-1275.8136482288623+219.43616924521348j),(-312.4999999999998-7.105427357601002e-15j),(-1275.8136482288628-219.43616924521268j),(-457.551553363405+311.6686091714091j),(-1153.8992209072203-664.4736815087797j),(-901.611328125+429.20692619199474j),(-1602.034411180749-1834.4151853462383j),(-5226.074218749999+2184.0820312499995j),(1055.4916880587466+5322.515590006336j),(2118.408203125-76.53837797118331j),(78.70390840722064+786.6981934912197j),(1126.496865863405-131.4928279214091j),(-219.6358161491358+71.87524290221273j)
foo,(-5907.71484375+0j),(-447.63428084865956+3701.9650236502334j),(-117.49672069685704+21.01706051758996j),(-416.9904436828769+1327.1969651877303j),(17.822265625+26.640429901572084j),(-310.0157943235184+793.960764306008j),(171.875-198.73046875j),(-581.831167291751+352.8614406675488j),(75.439453125+10.57159916729051j),(-485.35330631712316+188.5250901877306j),(58.41468944685706-10.274873017589925j),(-491.57344503607106+45.40809728869266j),(28.808593749999996-1.7763568394002505e-15j),(-491.5734450360712-45.408097288692716j),(58.41468944685704+10.274873017589956j),(-485.3533063171231-188.5250901877307j),(75.439453125-10.57159916729051j),(-581.8311672917508-352.86144066754866j),(171.87499999999997+198.73046874999997j),(-310.0157943235185-793.9607643060078j),(17.822265625000004-26.640429901572084j),(-416.9904436828768-1327.1969651877303j),(-117.49672069685704-21.017060517589954j),(-447.63428084865956-3701.9650236502334j)
foo,(-2077.1484375+0j),(-56.12415907880177+1078.37003798238j),(-784.1116628806167+287.7807391298659j),(162.77549552627812+909.5400504536735j),(-2015.6249999999998+167.4541308098817j),(-399.66480716503924+5481.75339679662j),(5449.21875+1572.265625j),(1395.2702759150395-1815.7398154646355j),(1202.63671875+332.3710778196136j),(1118.4745044737217-1090.4599495463256j),(-28.876618369382868+122.86379212013401j),(1051.729627828802+375.86325024363623j),(975.5859374999997-5.684341886080802e-14j),(1051.7296278288015-375.8632502436364j),(-28.87661836938298-122.86379212013402j),(1118.4745044737215+1090.4599495463258j),(1202.63671875-332.3710778196136j),(1395.2702759150395+1815.7398154646355j),(5449.21875-1572.265625j),(-399.66480716503935-5481.753396796619j),(-2015.625-167.45413080988163j),(162.7754955262783-909.5400504536735j),(-784.111662880617-287.780739129866j),(-56.124159078801654-1078.37003798238j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(902.83203125+0j),(-1683.4936488035203-749.1444620015966j),(74.34639316317543+113.72508073428162j),(-1708.4170023331224-771.474933601681j),(1007.8124999999999-106.5617196062883j),(-3287.7953526740357-4662.909823093788j),(-5700.68359375+3347.65625j),(887.714038726429+2385.574379127796j),(-1026.3671875+409.33231975748856j),(24.823252333122298+948.2516288983184j),(-372.19795566317634+81.58741926571838j),(-232.83128724887342-80.83178922318075j),(-868.6523437499998-2.1316282072803006e-14j),(-232.83128724887297+80.83178922318115j),(-372.19795566317555-81.58741926571842j),(24.823252333122355-948.2516288983184j),(-1026.3671875-409.33231975748856j),(887.714038726429-2385.574379127796j),(-5700.68359375-3347.65625j),(-3287.7953526740357+4662.909823093788j),(1007.8125+106.56171960628834j),(-1708.4170023331224+771.4749336016807j),(74.34639316317558-113.72508073428158j),(-1683.4936488035203+749.1444620015966j)
foo,(-340.33203125+0j),(-1234.8170935682585+79.1634165007435j),(105.82794888548278-291.2831590175924j),(-1462.3232523331221-465.54865762397276j),(876.7089843749999-1199.6650735041271j),(-4757.599521836788-3826.818649563802j),(-4623.53515625+4387.6953125j),(1056.8017249602792+1742.1960179826283j),(-976.806640625+797.0985772137045j),(270.917002333122+480.7404048760271j),(-814.324042635483+304.95503401759174j),(127.02114044476639+120.5003114543133j),(-795.41015625+1.1368683772161603e-13j),(127.02114044476662-120.50031145431251j),(-814.324042635483-304.95503401759237j),(270.91700233312224-480.74040487602736j),(-976.806640625-797.0985772137045j),(1056.8017249602794-1742.1960179826283j),(-4623.535156249999-4387.695312499999j),(-4757.599521836787+3826.818649563802j),(876.708984375+1199.6650735041271j),(-1462.323252333122+465.54865762397196j),(105.82794888548301+291.28315901759237j),(-1234.8170935682588-79.16341650074318j)
foo,(-5723.14453125+0j),(-617.5215584038375+3596.6083439429813j),(-62.96010075224585+262.2276608061386j),(-265.3302523803867+1186.8916732973196j),(-62.01171875+104.87026373952186j),(6.584798223127052+747.740745061058j),(58.59375-584.47265625j),(-808.263777613844+455.6955202586771j),(162.59765625-1.6914558667664816j),(-605.7634976196132+100.95417329731976j),(13.155413252245847+54.1785891938614j),(-498.76821220544525-3.924556254638105j),(-73.73046875-1.4210854715202004e-14j),(-498.76821220544525+3.924556254637878j),(13.155413252245836-54.178589193861384j),(-605.7634976196132-100.95417329731981j),(162.59765625+1.6914558667664816j),(-808.263777613844-455.6955202586773j),(58.59375+584.47265625j),(6.584798223126882-747.7407450610577j),(-62.01171875-104.87026373952185j),(-265.3302523803868-1186.8916732973198j),(-62.960100752245836-262.2276608061386j),(-617.5215584038376-3596.608343942981j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(20.01953125+0j),(-811.0476860688314-151.70673920959553j),(-262.939453125-222.0035825131008j),(-1253.712045390094-18.20942051699876j),(-554.931640625-654.1705564719367j),(-4514.958415834057+954.660591623064j),(1078.125+5998.53515625j),(3210.561620599019-954.155085675598j),(-554.931640625+654.1705564719367j),(1574.0245453900936+18.899954483001295j),(-262.9394531249999+222.00358251310035j),(1258.9991688038688+153.59331308906656j),(22.94921875+0j),(1258.9991688038685-153.5933130890666j),(-262.939453125-222.00358251310072j),(1574.0245453900939-18.899954483001366j),(-554.931640625-654.1705564719367j),(3210.561620599019+954.155085675598j),(1078.125-5998.53515625j),(-4514.958415834056-954.6605916230641j),(-554.931640625+654.1705564719367j),(-1253.7120453900939+18.209420516998932j),(-262.939453125+222.00358251310072j),(-811.0476860688314+151.70673920959564j)
foo,(-1027.34375+0j),(-406.29417651134327+308.24011654100303j),(-840.5341479842839-413.654894416919j),(-882.6288822221002+774.0056463127635j),(-636.71875-1170.4874598024053j),(-4572.216867187218+1994.0642628267924j),(2153.3203125+5608.3984375j),(2910.639910952178-1263.3785185878899j),(-201.171875+573.4035388338373j),(1393.3710697221004-350.0177911872362j),(-243.450227015716+159.74864441691852j),(1062.0117577463825-192.1296020443142j),(-425.78124999999994+1.1368683772161603e-13j),(1062.011757746383+192.12960204431408j),(-243.450227015716-159.74864441691864j),(1393.3710697221+350.01779118723607j),(-201.171875-573.4035388338373j),(2910.639910952178+1263.37851858789j),(2153.3203125-5608.3984375j),(-4572.216867187217-1994.0642628267924j),(-636.7187500000001+1170.4874598024053j),(-882.6288822221001-774.0056463127634j),(-840.534147984284+413.65489441691864j),(-406.2941765113434-308.2401165410031j)
foo,(-5849.12109375+0j),(-539.5214621839257+3666.961192225501j),(-79.82584936601786+42.933692983532964j),(-479.76805232297636+1233.8276555634468j),(1.4648437500000009+10.994463133982132j),(-438.47150408491+655.4152405285381j),(17.578125-124.51171875j),(-645.2580783005693+357.4336501745104j),(13.18359375+90.49288887200677j),(-492.88819767702375+124.45265556344697j),(-101.81477563398212+36.16786951646703j),(-471.4755179305949+116.30997007952897j),(13.18359375-8.881784197001252e-16j),(-471.475517930595-116.30997007952908j),(-101.81477563398212-36.167869516467036j),(-492.88819767702347-124.45265556344725j),(13.18359375-90.49288887200677j),(-645.258078300569-357.4336501745101j),(17.578124999999986+124.51171875j),(-438.4715040849101-655.4152405285381j),(1.4648437500000009-10.99446313398213j),(-479.7680523229764-1233.8276555634466j),(-79.82584936601788-42.933692983532964j),(-539.5214621839255-3666.961192225501j)
foo,(-1112.79296875+0j),(1271.71215227602+1056.1863858337238j),(350.39665252432405+177.352860501122j),(1285.5215965465095+526.7243620111453j),(-701.1718749999999+1363.3134286137843j),(4886.805415315862+3758.006000890751j),(4610.3515625-4551.26953125j),(-1252.5784111766325-1691.4431786309738j),(1028.80859375-775.5325149124318j),(-662.4747215465092-445.9318879888542j),(938.1775662256762+421.76823324887846j),(468.0842810847503-267.80193464455215j),(653.8085937499998-1.1368683772161603e-13j),(468.08428108474993+267.80193464455147j),(938.1775662256762-421.7682332488783j),(-662.4747215465093+445.93188798885427j),(1028.80859375+775.5325149124318j),(-1252.578411176632+1691.4431786309738j),(4610.3515625+4551.26953125j),(4886.805415315861-3758.00600089075j),(-701.171875-1363.3134286137843j),(1285.5215965465095-526.7243620111456j),(350.3966525243238-177.3528605011217j),(1271.7121522760206-1056.1863858337238j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(58.10546875+0j),(1032.7120212200164-210.54158988651045j),(-819.6027067391533-411.40227943076457j),(328.49390677683937+922.0789965331253j),(-1438.4765625+227.5008140800918j),(434.422299446036+5153.253844772328j),(5814.453125+790.52734375j),(1226.6598604424353-2196.3633457486594j),(1183.10546875+422.8639666916204j),(1527.9514057231609-852.3350659668743j),(789.8175504891537-216.0391268192356j),(1019.0964438915122-635.3384618655223j),(21.97265625-2.842170943040401e-14j),(1019.0964438915123+635.338461865522j),(789.8175504891536+216.0391268192357j),(1527.9514057231606+852.3350659668743j),(1183.10546875-422.8639666916204j),(1226.6598604424353+2196.3633457486603j),(5814.453125-790.5273437499998j),(434.42229944603616-5153.253844772327j),(-1438.4765625-227.50081408009177j),(328.4939067768394-922.0789965331253j),(-819.6027067391536+411.40227943076434j),(1032.7120212200164+210.54158988651017j)
foo,(-830.56640625+0j),(930.3255276867736+441.9848455772038j),(-694.158291937505+39.794921875j),(956.8002499680572+1226.4951408488157j),(-1064.208984375+139.9679729749264j),(1304.9402042431232+5008.213549503169j),(5939.94140625-472.65625j),(576.8957332568766-2454.1966097678187j),(947.021484375+139.96797297492637j),(925.0356875319428-773.5048591511836j),(576.970791937506+39.794921874999915j),(951.5104098132264-95.60499515180754j),(710.44921875-4.263256414560601e-14j),(951.5104098132263+95.60499515180788j),(576.9707919375055-39.794921875j),(925.0356875319428+773.5048591511838j),(947.021484375-139.96797297492637j),(576.8957332568766+2454.196609767819j),(5939.941406249999+472.6562500000001j),(1304.9402042431232-5008.213549503169j),(-1064.208984375-139.96797297492634j),(956.8002499680572-1226.495140848816j),(-694.1582919375055-39.794921875j),(930.3255276867737-441.98484557720417j)
foo,(-5860.3515625+0j),(-565.3345614215062+3654.257606841892j),(-143.19002708645257+20.314998909431296j),(-543.8751880272724+1325.313242347755j),(62.744140625-30.86906956848829j),(-704.9200126999357+665.922931878122j),(88.37890625+267.08984375j),(-374.61598703509435+266.8953032718482j),(-73.486328125+63.85245897043468j),(-392.6482494727275+204.21949234775545j),(-37.47403541354744-16.89703015943131j),(-456.6919388434636+78.67586044816602j),(-9.765625+1.7763568394002505e-15j),(-456.69193884346356-78.67586044816619j),(-37.47403541354745+16.8970301594313j),(-392.6482494727276-204.21949234775548j),(-73.486328125-63.85245897043468j),(-374.6159870350945-266.8953032718482j),(88.37890625-267.08984375j),(-704.9200126999357-665.9229318781217j),(62.744140625+30.869069568488285j),(-543.8751880272725-1325.313242347755j),(-143.19002708645255-20.3149989094313j),(-565.3345614215064-3654.257606841892j)
foo,(-362.3046875+0j),(658.2473637412206+466.8174615194911j),(697.7441755392972-115.0534718892211j),(517.3226389322494-581.6232569337483j),(471.923828125+928.1864068881068j),(4133.2304060022-2020.1692850154905j),(-2579.1015625-5666.9921875j),(-3228.046724667611+1491.3942673250965j),(-74.462890625-726.0574308095122j),(-1841.5413889322492+721.111118066251j),(495.61519946070257-197.93480936077822j),(-1490.1888575758085-221.50390332109578j),(-163.0859375-1.1368683772161603e-13j),(-1490.188857575809+221.50390332109586j),(495.61519946070274+197.9348093607788j),(-1841.541388932249-721.1111180662512j),(-74.462890625+726.0574308095122j),(-3228.0467246676117-1491.3942673250963j),(-2579.1015625+5666.9921875j),(4133.230406002199+2020.1692850154898j),(471.923828125-928.1864068881067j),(517.3226389322491+581.6232569337488j),(697.7441755392973+115.0534718892212j),(658.2473637412207-466.8174615194911j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(1225.09765625+0j),(1209.3597592815822-653.0831475439834j),(-141.2098897234314+274.62112283982515j),(1214.122177850682+415.31913726992525j),(-443.603515625+1848.3383984090729j),(5655.6915407479155+2905.7613330808417j),(3740.72265625-5051.7578125j),(-1141.95948734745-1328.97542471933j),(991.455078125-1054.1998689622096j),(-274.66905285068185-456.75117523007464j),(652.9286397234318-792.6875290898247j),(-665.4746251820488+201.7707977561879j),(1168.45703125-2.2737367544323206e-13j),(-665.4746251820484-201.77079775618853j),(652.9286397234316+792.6875290898249j),(-274.6690528506821+456.75117523007447j),(991.455078125+1054.1998689622096j),(-1141.9594873474502+1328.97542471933j),(3740.72265625+5051.7578125j),(5655.6915407479155-2905.761333080841j),(-443.6035156249999-1848.3383984090726j),(1214.122177850682-415.31913726992485j),(-141.20988972343156-274.6211228398249j),(1209.3597592815822+653.0831475439834j)
foo,(-340.33203125+0j),(1083.0896826829928+608.8768701440476j),(379.7251462814345+532.7134949041949j),(1544.2177410219135+684.9793270706716j),(320.3125+1606.0373454947744j),(5671.086276215999+2054.481344023316j),(3089.35546875-5339.84375j),(-1485.6181020355962-971.4029091885192j),(1079.1015625-976.8157630576432j),(-628.2021160219133-312.09098542932793j),(1008.9467287185655-174.31505740419425j),(-187.5031693633964-321.293564144117j),(579.58984375-1.1368683772161603e-13j),(-187.50316936339607+321.2935641441166j),(1008.9467287185655+174.31505740419465j),(-628.2021160219134+312.0909854293283j),(1079.1015625+976.8157630576432j),(-1485.6181020355962+971.4029091885191j),(3089.35546875+5339.84375j),(5671.086276215999-2054.4813440233156j),(320.3125-1606.0373454947744j),(1544.2177410219133-684.9793270706714j),(379.72514628143443-532.7134949041947j),(1083.089682682993-608.8768701440479j)
foo,(-5796.875+0j),(-702.569093038848+3539.0412153565694j),(-301.2256648016482+186.5368533259744j),(-389.62143400118293+1372.6021891780786j),(-83.740234375-238.91814118076553j),(-980.8856368866943+910.5770781565336j),(305.17578125+501.46484375j),(-284.8257471642042+95.85252910190457j),(-231.201171875+106.98458357297996j),(-288.11294099881707+336.4693766780787j),(37.06550855164821-128.9196658259744j),(-532.6960854102538+56.890764411198575j),(-12.695312499999993+2.842170943040401e-14j),(-532.6960854102537-56.89076441119869j),(37.06550855164815+128.91966582597442j),(-288.11294099881707-336.469376678079j),(-231.201171875-106.98458357297996j),(-284.825747164204-95.85252910190445j),(305.17578125-501.46484374999994j),(-980.8856368866943-910.5770781565335j),(-83.740234375+238.9181411807655j),(-389.62143400118305-1372.6021891780786j),(-301.2256648016481-186.53685332597442j),(-702.5690930388479-3539.0412153565694j)
foo,(-1755.859375+0j),(-1884.037094680054+718.0067651355453j),(-440.91796875+113.96108635029918j),(-1700.1550081808166-214.65238330772115j),(-735.3515625-1097.7548575314465j),(-5650.465100972833-674.8185377220766j),(-1784.1796875+5889.6484375j),(1921.0658610416867+521.3349692509879j),(-953.125+1097.7548575314465j),(973.5925081808164+369.33199169227856j),(-440.9179687500002+103.81235114970013j),(339.9988346112009-562.1311168375194j),(-1535.15625+1.1368683772161603e-13j),(339.998834611201+562.1311168375194j),(-440.91796875-103.81235114970056j),(973.5925081808164-369.3319916922787j),(-953.125-1097.7548575314465j),(1921.0658610416867-521.334969250988j),(-1784.1796874999998-5889.6484375j),(-5650.465100972833+674.8185377220764j),(-735.3515625+1097.7548575314463j),(-1700.1550081808164+214.65238330772144j),(-440.91796875-113.96108635029944j),(-1884.037094680054-718.006765135545j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(1589.35546875+0j),(-304.61108094399697-665.6103361262794j),(936.0734708147511+698.9591702803177j),(339.2441423829357-1060.6957191018037j),(830.56640625+1644.9408304304034j),(4318.9416767307885-2851.9003800763485j),(-2903.80859375-5137.6953125j),(-2889.142490584819+1234.9494090643834j),(-99.609375-297.6962325509008j),(-1290.416017382936+59.42146839819611j),(-411.1711270647513-46.12713903031681j),(-953.3131052019726+346.1726872329891j),(147.94921875000006-2.2737367544323206e-13j),(-953.3131052019723-346.17268723298866j),(-411.1711270647513+46.12713903031761j),(-1290.4160173829355-59.421468398196396j),(-99.609375+297.6962325509008j),(-2889.142490584819-1234.9494090643832j),(-2903.80859375+5137.6953125j),(4318.9416767307885+2851.9003800763485j),(830.56640625-1644.9408304304031j),(339.2441423829357+1060.6957191018034j),(936.0734708147513-698.9591702803176j),(-304.61108094399697+665.6103361262794j)
foo,(448.73046875+0j),(17.617096097207195+100.50841460846078j),(1000.3613786545702+186.40911980726287j),(45.26310729850297-679.3786779141344j),(1449.21875+1364.1591565471674j),(3652.648112611939-3718.9182155900507j),(-3767.08984375-4578.125j),(-2581.3706475909703+1577.5447708673073j),(-409.66796875-512.5111276302439j),(-1344.0912322985027+604.8010095858655j),(-1.826222404570217-342.1708385572624j),(-1351.5898736181755+63.8110531511029j),(-113.76953124999977-1.1368683772161603e-13j),(-1351.5898736181757-63.81105315110227j),(-1.82622240457016+342.17083855726275j),(-1344.0912322985027-604.8010095858658j),(-409.66796875+512.5111276302439j),(-2581.3706475909707-1577.5447708673073j),(-3767.08984375+4578.125j),(3652.648112611939+3718.9182155900507j),(1449.2187499999998-1364.1591565471672j),(45.26310729850286+679.378677914134j),(1000.3613786545702-186.40911980726275j),(17.617096097207195-100.50841460846064j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-2374.51171875+0j),(165.97651212558412+1235.7887970815455j),(-683.9636008750035-165.6425827215553j),(207.46186135566847+600.5105815759025j),(-2121.09375-1268.5919000748613j),(-2811.24710423623+4745.459158874165j),(4274.90234375+3482.421875j),(2065.8590348148173-1299.9184089185208j),(855.46875+421.17251082485393j),(1501.5225136443312-654.3722309240968j),(163.45578837500398-564.8261672784452j),(379.2162447958285+26.28355237423102j),(414.55078125+1.1368683772161603e-13j),(379.2162447958286-26.283552374231476j),(163.45578837500364+564.8261672784448j),(1501.5225136443314+654.3722309240969j),(855.46875-421.17251082485393j),(2065.8590348148173+1299.918408918521j),(4274.90234375-3482.4218749999995j),(-2811.24710423623-4745.459158874164j),(-2121.09375+1268.5919000748613j),(207.46186135566853-600.510581575903j),(-683.9636008750036+165.64258272155516j),(165.976512125584-1235.788797081546j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(1101.07421875+0j),(-1358.2143031907538-581.3858246148556j),(863.4882199842887+108.3984375j),(-1299.0012072790773-1643.0893750643186j),(681.6406249999999-34.67484526871294j),(-2041.1523955672142-4873.437664989593j),(-5998.53515625+1605.46875j),(41.15239556721406+2588.7108251481613j),(-681.640625-34.67484526871287j),(-700.9987927209228+355.93406243568097j),(-863.4882199842891+108.39843749999989j),(-641.7856968092464-47.4405647526105j),(-1104.0039062499998+3.552713678800501e-14j),(-641.7856968092467+47.4405647526105j),(-863.4882199842889-108.3984375j),(-700.9987927209229-355.9340624356813j),(-681.640625+34.67484526871287j),(41.15239556721417-2588.7108251481613j),(-5998.53515625-1605.46875j),(-2041.1523955672142+4873.437664989593j),(681.640625+34.67484526871291j),(-1299.001207279077+1643.0893750643181j),(863.4882199842889-108.3984375j),(-1358.2143031907538+581.3858246148558j)
